Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
PS4,2015.0,Adventure,Revolution Software,0.07,72.0,14.0,7.2,23.0,T
PC,2012.0,Action,Nordic Games,0.06,83.0,30.0,8,1473.0,T
X360,2014.0,Role-Playing,Deep Silver,0.06,44.0,8.0,4.4,69.0,M
PSP,2008.0,Fighting,Irem Software Engineering,0.06,54.0,14.0,6.3,8.0,E10+
XB,2004.0,Simulation,Take-Two Interactive,0.06,62.0,29.0,5,5.0,T
XB,2005.0,Racing,Ubisoft,0.06,51.0,40.0,6.9,8.0,M
PS2,2004.0,Role-Playing,Enterbrain,0.06,69.0,16.0,7.9,14.0,E10+
XB,2001.0,Action,Genki,0.06,32.0,15.0,2.5,12.0,M
XB,2005.0,Misc,Take-Two Interactive,0.06,63.0,17.0,7.8,4.0,T
PC,2007.0,Strategy,Microsoft Game Studios,0.06,81.0,19.0,8.5,71.0,T
DS,2009.0,Simulation,505 Games,0.06,41.0,4.0,2.4,5.0,E10+
PS2,2005.0,Action,Konami Digital Entertainment,0.06,51.0,38.0,6.7,11.0,M
XB,2003.0,Action,Electronic Arts,0.06,49.0,5.0,1.5,4.0,E
PC,2013.0,Racing,Codemasters,0.06,80.0,17.0,5.7,571.0,E
PSV,2013.0,Role-Playing,Nippon Ichi Software,0.06,55.0,31.0,6.7,37.0,M
PSP,2006.0,Shooter,Activision,0.06,63.0,36.0,7,12.0,M
PSV,2014.0,Action,Tecmo Koei,0.06,70.0,9.0,7.9,14.0,T
GC,2002.0,Sports,Acclaim Entertainment,0.06,60.0,15.0,5,7.0,M
WiiU,2014.0,Action,Namco Bandai Games,0.06,66.0,11.0,7.8,43.0,T
XB,2002.0,Sports,Acclaim Entertainment,0.06,85.0,20.0,7.7,7.0,T
DS,2008.0,Action,Gamecock,0.06,55.0,23.0,7,5.0,E10+
PS2,2003.0,Racing,Acclaim Entertainment,0.06,68.0,23.0,8.6,8.0,T
3DS,2015.0,Puzzle,Nintendo,0.06,70.0,15.0,7.5,48.0,E
Wii,2010.0,Fighting,Sega,0.06,45.0,38.0,6.9,11.0,T
Wii,2006.0,Action,Eidos Interactive,0.06,37.0,13.0,5,25.0,M
PSP,2006.0,Shooter,Konami Digital Entertainment,0.06,76.0,44.0,8.5,4.0,E
X360,2012.0,Fighting,Tecmo Koei,0.06,55.0,18.0,7.1,20.0,M
PS2,2004.0,Sports,Zoo Digital Publishing,0.06,70.0,15.0,8.7,12.0,E
PS2,2004.0,Shooter,Namco Bandai Games,0.06,45.0,16.0,7.8,10.0,T
XB,2001.0,Racing,Electronic Arts,0.06,83.0,11.0,5.5,8.0,E
PSP,2008.0,Role-Playing,Sega,0.06,78.0,20.0,7.5,30.0,T
DS,2011.0,Platform,Majesco Entertainment,0.06,79.0,15.0,8,15.0,E
Wii,2007.0,Fighting,Game Factory,0.06,37.0,14.0,4.8,5.0,T
GC,2002.0,Racing,Electronic Arts,0.06,67.0,12.0,6.8,11.0,T
PC,2016.0,Platform,Electronic Arts,0.06,74.0,24.0,4.4,606.0,T
PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.06,59.0,24.0,4.2,10.0,T
GBA,2004.0,Action,Ubisoft,0.06,68.0,19.0,6.2,6.0,T
PSP,2005.0,Platform,Take-Two Interactive,0.06,72.0,30.0,7.3,8.0,E
XB,2005.0,Shooter,Groove Games,0.06,32.0,9.0,5.8,10.0,M
PS4,2016.0,Racing,505 Games,0.06,73.0,35.0,6.2,70.0,E
Wii,2008.0,Sports,Take-Two Interactive,0.06,65.0,11.0,5.4,19.0,E10+
DS,2007.0,Strategy,THQ,0.06,57.0,21.0,7.9,16.0,T
XOne,2016.0,Fighting,Namco Bandai Games,0.06,60.0,10.0,5.8,12.0,T
XOne,2016.0,Action,Ubisoft,0.06,76.0,12.0,7.7,27.0,E
PSV,2016.0,Adventure,Aksys Games,0.06,83.0,31.0,8.3,116.0,M
DS,2006.0,Shooter,Eidos Interactive,0.06,72.0,11.0,6.4,15.0,T
PS2,2002.0,Action,Tecmo Koei,0.06,67.0,7.0,8.6,14.0,T
GBA,2001.0,Simulation,Konami Digital Entertainment,0.06,65.0,5.0,8,5.0,E
PSP,2011.0,Role-Playing,FuRyu,0.06,61.0,8.0,7.5,15.0,T
Wii,2007.0,Fighting,Zoo Digital Publishing,0.06,35.0,7.0,4.7,10.0,E10+
PSP,2007.0,Misc,Hudson Entertainment,0.06,55.0,14.0,7.8,4.0,E
PS3,2012.0,Adventure,PQube,0.06,83.0,8.0,8.7,51.0,M
PS4,2015.0,Action,Tecmo Koei,0.06,67.0,40.0,7.6,71.0,T
PC,2011.0,Strategy,Microsoft Game Studios,0.06,70.0,44.0,5.6,186.0,E10+
PSV,2012.0,Action,D3Publisher,0.06,68.0,36.0,7.9,31.0,T
PS2,2005.0,Role-Playing,Tecmo Koei,0.06,68.0,34.0,7.8,14.0,E10+
DS,2008.0,Role-Playing,Nobilis,0.06,59.0,9.0,8,5.0,E
PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.06,68.0,7.0,6.8,33.0,E10+
WiiU,2013.0,Action,Capcom,0.06,76.0,10.0,7.9,100.0,E
PS2,2001.0,Shooter,Interplay,0.06,79.0,15.0,6.9,8.0,T
X360,2014.0,Racing,Nordic Games,0.06,48.0,10.0,4.8,14.0,E
PSV,2015.0,Role-Playing,Nippon Ichi Software,0.06,76.0,11.0,8.8,33.0,T
PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.06,80.0,15.0,7.8,61.0,E10+
PS2,2008.0,Adventure,Atari,0.06,47.0,10.0,5.4,24.0,M
PS2,2003.0,Misc,TDK Mediactive,0.06,61.0,11.0,8,6.0,E
PS4,2015.0,Shooter,Xseed Games,0.06,64.0,40.0,7.9,51.0,M
XB,2005.0,Action,Ubisoft,0.06,71.0,41.0,7.6,20.0,M
PS4,2016.0,Role-Playing,Focus Home Interactive,0.06,60.0,38.0,6.7,116.0,M
DS,2007.0,Simulation,Electronic Arts,0.06,72.0,15.0,7.6,14.0,E
XB,2005.0,Adventure,Take-Two Interactive,0.06,77.0,51.0,8.1,37.0,M
PC,2010.0,Racing,Activision,0.06,81.0,24.0,7.4,177.0,E10+
PC,2011.0,Adventure,Focus Home Interactive,0.06,75.0,30.0,7.9,35.0,E10+
Wii,2007.0,Role-Playing,Sega,0.06,48.0,24.0,7.1,23.0,T
GC,2003.0,Platform,Acclaim Entertainment,0.06,71.0,22.0,7.3,6.0,T
Wii,2008.0,Adventure,Koch Media,0.06,65.0,12.0,7.6,8.0,T
PC,2007.0,Shooter,Midway Games,0.06,83.0,41.0,8,523.0,M
GC,2002.0,Sports,Konami Digital Entertainment,0.06,36.0,7.0,4.7,6.0,E
XB,2004.0,Shooter,Atari,0.06,66.0,38.0,8.6,5.0,T
DS,2007.0,Puzzle,Square Enix,0.06,61.0,29.0,7,5.0,E
PC,2005.0,Shooter,Activision,0.06,86.0,64.0,8.4,626.0,T
DS,2009.0,Shooter,SouthPeak Games,0.06,78.0,39.0,8.2,26.0,E
XB,2005.0,Shooter,Take-Two Interactive,0.06,72.0,34.0,6.7,11.0,M
XOne,2016.0,Action,Insomniac Games,0.06,66.0,12.0,6.9,20.0,E
PC,2011.0,Action,Capcom,0.06,66.0,10.0,5.3,54.0,M
PS2,2003.0,Misc,Ubisoft,0.06,64.0,28.0,8.1,12.0,E
PC,2007.0,Role-Playing,Atari,0.06,81.0,50.0,8.8,1116.0,M
PSP,2007.0,Shooter,Konami Digital Entertainment,0.06,56.0,20.0,6.6,28.0,T
PC,2009.0,Shooter,Namco Bandai Games,0.06,80.0,44.0,8.7,602.0,M
PC,2010.0,Action,Electronic Arts,0.06,54.0,7.0,6.8,9.0,E
PS2,2006.0,Shooter,Eidos Interactive,0.06,58.0,26.0,8.5,11.0,T
PS2,2004.0,Shooter,Namco Bandai Games,0.06,57.0,16.0,8.6,11.0,T
GBA,2002.0,Fighting,Sammy Corporation,0.06,67.0,14.0,5.9,10.0,T
PSP,2007.0,Role-Playing,Mercury Games,0.06,52.0,6.0,7.4,12.0,T
WiiU,2015.0,Action,Nintendo,0.06,43.0,54.0,6.5,283.0,M
DS,2006.0,Strategy,Ubisoft,0.06,63.0,15.0,7,10.0,E
GBA,2003.0,Platform,THQ,0.06,44.0,15.0,2.5,4.0,E
GBA,2002.0,Adventure,BAM! Entertainment,0.06,80.0,17.0,7.8,10.0,T
GC,2003.0,Action,Capcom,0.06,62.0,16.0,8.5,32.0,M
PS2,2005.0,Action,Tecmo Koei,0.06,60.0,36.0,7.9,14.0,M
3DS,2014.0,Role-Playing,Marvelous Entertainment,0.06,68.0,16.0,7.8,36.0,T
XB,2003.0,Strategy,Sega,0.06,69.0,20.0,8.4,10.0,T
PSP,2005.0,Role-Playing,Ignition Entertainment,0.06,66.0,41.0,7.4,17.0,E
PS2,2001.0,Shooter,3DO,0.06,50.0,9.0,6.4,9.0,T
DS,2008.0,Adventure,Arc System Works,0.06,61.0,6.0,8,8.0,M
PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.06,71.0,41.0,6.9,203.0,M
X360,2014.0,Action,Little Orbit,0.06,58.0,5.0,7.5,4.0,E10+
DS,2005.0,Action,Konami Digital Entertainment,0.06,58.0,10.0,7,5.0,E
X360,2008.0,Action,Eidos Interactive,0.06,29.0,16.0,3.3,30.0,T
XB,2004.0,Action,Disney Interactive Studios,0.06,69.0,36.0,4.3,4.0,T
PS2,2006.0,Racing,Namco Bandai Games,0.06,59.0,22.0,6.6,24.0,T
PS3,2008.0,Action,Ignition Entertainment,0.06,30.0,15.0,3.5,36.0,M
X360,2007.0,Shooter,Activision,0.06,35.0,11.0,6.1,21.0,T
GBA,2004.0,Racing,Zoo Digital Publishing,0.06,83.0,17.0,8.9,9.0,E
X360,2012.0,Shooter,Namco Bandai Games,0.06,53.0,51.0,6.5,72.0,M
PC,2009.0,Racing,Electronic Arts,0.06,83.0,22.0,5.8,387.0,E
PSP,2006.0,Action,Atari,0.06,78.0,36.0,7.8,8.0,E
PSV,2015.0,Role-Playing,Aksys Games,0.06,71.0,8.0,8.3,12.0,T
PC,2004.0,Strategy,Microsoft Game Studios,0.06,72.0,34.0,8.1,43.0,E
X360,2009.0,Action,SouthPeak Games,0.06,42.0,17.0,5,4.0,E10+
XB,2002.0,Action,Tecmo Koei,0.06,77.0,17.0,8.6,16.0,T
PS2,2006.0,Shooter,Eidos Interactive,0.06,73.0,35.0,7.8,24.0,M
PS2,2006.0,Shooter,Ubisoft,0.06,44.0,8.0,4.6,41.0,T
Wii,2010.0,Puzzle,Rising Star Games,0.06,74.0,30.0,7.2,12.0,E
GC,2003.0,Action,Capcom,0.06,59.0,15.0,8.5,31.0,M
XB,2004.0,Action,Electronic Arts,0.06,45.0,33.0,4.6,5.0,T
X360,2012.0,Action,505 Games,0.06,54.0,8.0,3.5,16.0,T
X360,2008.0,Action,Tecmo Koei,0.06,44.0,28.0,8.1,15.0,T
PS2,2007.0,Role-Playing,Nippon Ichi Software,0.06,69.0,20.0,7.5,41.0,E10+
PC,2016.0,Fighting,Capcom,0.06,74.0,33.0,2.9,431.0,T
GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.06,71.0,12.0,9,9.0,E
PS4,2015.0,Sports,Nordic Games,0.06,42.0,8.0,4.1,9.0,E
PSP,2006.0,Action,Activision,0.06,73.0,41.0,7.6,9.0,M
DS,2007.0,Sports,Electronic Arts,0.06,81.0,10.0,7.6,8.0,E
XB,2005.0,Action,SCi,0.06,60.0,31.0,7.1,17.0,M
GC,2006.0,Action,Ubisoft,0.06,64.0,8.0,7.1,7.0,M
Wii,2008.0,Fighting,Ignition Entertainment,0.06,74.0,6.0,8.2,5.0,T
PC,2007.0,Shooter,THQ,0.06,82.0,44.0,8.4,1088.0,M
DS,2005.0,Shooter,Majesco Entertainment,0.06,71.0,43.0,7.7,19.0,E
PS2,2004.0,Action,Sega,0.06,59.0,21.0,8.4,10.0,T
X360,2014.0,Simulation,Kalypso Media,0.06,71.0,4.0,7.2,9.0,T
PS4,2015.0,Sports,Ubisoft,0.06,25.0,6.0,1.9,39.0,E
GC,2003.0,Role-Playing,Activision,0.06,68.0,25.0,9.1,14.0,T
GC,2002.0,Sports,Acclaim Entertainment,0.06,88.0,16.0,7.8,5.0,T
GC,2005.0,Action,Capcom,0.06,62.0,27.0,6.9,8.0,T
PSP,2006.0,Role-Playing,Atari,0.06,60.0,33.0,6.9,16.0,E10+
DS,2011.0,Action,Activision,0.06,33.0,6.0,5.6,7.0,E10+
PC,2005.0,Simulation,Electronic Arts,0.06,81.0,31.0,7.8,49.0,T
PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.06,60.0,29.0,7.7,18.0,T
PS2,2005.0,Misc,Mastiff,0.06,73.0,28.0,8.4,11.0,T
PS3,2014.0,Role-Playing,Aksys Games,0.06,64.0,11.0,6.4,17.0,T
PSV,2012.0,Racing,Sony Computer Entertainment,0.06,78.0,39.0,6.8,123.0,E
PC,2001.0,Action,Electronic Arts,0.06,65.0,11.0,7.8,76.0,E
DS,2006.0,Action,SouthPeak Games,0.06,70.0,29.0,8.6,5.0,E10+
PC,2013.0,Action,Capcom,0.06,65.0,26.0,7.4,1007.0,M
XB,2006.0,Sports,Electronic Arts,0.06,69.0,14.0,6.8,13.0,E
X360,2013.0,Racing,Deep Silver,0.06,19.0,14.0,1.3,433.0,M
PC,2009.0,Action,Electronic Arts,0.06,76.0,20.0,8,236.0,M
X360,2008.0,Misc,Gamecock,0.06,52.0,23.0,6.1,7.0,T
GC,2004.0,Shooter,Ubisoft,0.06,68.0,25.0,8.2,5.0,M
PC,2016.0,Sports,505 Games,0.06,86.0,20.0,8.2,580.0,E
PS2,2002.0,Racing,Atari,0.06,82.0,10.0,7.4,14.0,E
PC,2009.0,Platform,Electronic Arts,0.06,81.0,44.0,8.1,1026.0,T
PC,2006.0,Role-Playing,THQ,0.06,77.0,51.0,8.1,387.0,T
GC,2004.0,Strategy,Sega,0.06,59.0,22.0,6.6,7.0,E
DS,2007.0,Role-Playing,Success,0.06,65.0,18.0,7.9,13.0,T
PC,2006.0,Role-Playing,JoWood Productions,0.06,63.0,39.0,7.3,519.0,T
XOne,2016.0,Action,Telltale Games,0.05,35.0,17.0,5.2,74.0,M
Wii,2007.0,Misc,Eidos Interactive,0.05,30.0,4.0,3.6,20.0,E
PS2,2006.0,Action,Capcom,0.05,43.0,36.0,6.2,11.0,M
XB,2003.0,Racing,Acclaim Entertainment,0.05,60.0,16.0,8.8,4.0,E
GBA,2005.0,Strategy,Atari,0.05,78.0,29.0,9.1,10.0,E10+
PC,2010.0,Racing,Codemasters,0.05,84.0,15.0,6.6,99.0,E
XB,2003.0,Action,Acclaim Entertainment,0.05,65.0,25.0,7.1,7.0,M
PS2,2002.0,Puzzle,Capcom,0.05,72.0,24.0,7.2,6.0,E
Wii,2009.0,Action,D3Publisher,0.05,42.0,7.0,5.5,8.0,E10+
GBA,2003.0,Simulation,"Destination Software, Inc",0.05,70.0,8.0,8.3,7.0,T
PS2,2006.0,Action,Atari,0.05,69.0,39.0,7.2,31.0,M
XB,2002.0,Sports,Sega,0.05,80.0,15.0,8.5,10.0,E
PS3,2014.0,Shooter,City Interactive,0.05,43.0,12.0,6,75.0,M
PC,2010.0,Shooter,Square Enix,0.05,63.0,13.0,5.1,48.0,T
XB,2005.0,Action,Tecmo Koei,0.05,66.0,22.0,8,4.0,T
PC,2014.0,Action,Square Enix,0.05,59.0,22.0,7.4,379.0,M
PS2,2001.0,Shooter,Sony Computer Entertainment,0.05,78.0,34.0,8.3,28.0,E
PSP,2008.0,Role-Playing,Idea Factory,0.05,57.0,14.0,7.8,12.0,T
GBA,2002.0,Role-Playing,Taito,0.05,76.0,12.0,8.3,8.0,E
XB,2004.0,Sports,Electronic Arts,0.05,74.0,21.0,8.1,9.0,E
PC,2011.0,Simulation,Kalypso Media,0.05,57.0,4.0,5.5,30.0,E
GC,2003.0,Role-Playing,Ubisoft,0.05,51.0,6.0,8,7.0,E
PC,2011.0,Simulation,Ubisoft,0.05,60.0,13.0,7.1,114.0,T
XB,2003.0,Sports,Midway Games,0.05,71.0,14.0,6.6,8.0,E
DS,2009.0,Role-Playing,Graffiti,0.05,58.0,24.0,7.5,20.0,E
PSP,2006.0,Platform,Konami Digital Entertainment,0.05,68.0,34.0,7.3,9.0,T
XB,2003.0,Sports,Activision,0.05,80.0,23.0,8.8,9.0,E
PS4,2016.0,Platform,Deep Silver,0.05,52.0,64.0,3.5,282.0,E10+
PS2,2006.0,Action,Namco Bandai Games,0.05,66.0,26.0,7.2,6.0,T
PC,2007.0,Shooter,Electronic Arts,0.05,78.0,38.0,7.3,204.0,T
PC,2011.0,Strategy,1C Company,0.05,77.0,21.0,8.2,93.0,T
DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,67.0,24.0,6.8,12.0,E
XOne,2016.0,Action,Deep Silver,0.05,67.0,10.0,4.9,18.0,M
WiiU,2013.0,Platform,Namco Bandai Games,0.05,58.0,9.0,6.5,16.0,E10+
GC,2002.0,Sports,Sega,0.05,58.0,20.0,6,5.0,E
X360,2007.0,Sports,Electronic Arts,0.05,72.0,27.0,8.2,10.0,E
PC,2015.0,Racing,Codemasters,0.05,61.0,13.0,3.6,63.0,E
DS,2009.0,Action,Playlogic Game Factory,0.05,58.0,7.0,6,5.0,E10+
PC,2011.0,Action,Bethesda Softworks,0.05,61.0,21.0,6.6,127.0,M
XB,2003.0,Action,Sega,0.05,79.0,43.0,8.3,12.0,T
PS2,2005.0,Action,JoWood Productions,0.05,72.0,30.0,7.3,18.0,E10+
X360,2010.0,Fighting,Konami Digital Entertainment,0.05,49.0,11.0,6.3,12.0,T
GC,2003.0,Platform,Gotham Games,0.05,70.0,4.0,8,5.0,E
PC,2010.0,Action,Ubisoft,0.05,66.0,12.0,3.8,47.0,T
XB,2004.0,Role-Playing,Avalon Interactive,0.05,66.0,33.0,5.5,23.0,M
XB,2003.0,Racing,Codemasters,0.05,71.0,8.0,7.8,5.0,E
PS4,2016.0,Shooter,Tripwire Interactive,0.05,76.0,39.0,8,57.0,M
PS2,2002.0,Racing,Sony Computer Entertainment,0.05,70.0,14.0,4.4,5.0,E
PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.05,76.0,10.0,5.1,475.0,M
PC,2011.0,Simulation,Paradox Interactive,0.05,70.0,20.0,7.7,105.0,E
PS2,2002.0,Adventure,3DO,0.05,37.0,12.0,5.9,8.0,T
XOne,2015.0,Action,Tecmo Koei,0.05,48.0,6.0,7.1,8.0,T
PSP,2010.0,Fighting,SouthPeak Games,0.05,50.0,6.0,6.5,4.0,T
X360,2014.0,Role-Playing,Deep Silver,0.05,51.0,11.0,4.1,42.0,M
PC,2009.0,Role-Playing,DTP Entertainment,0.05,61.0,17.0,6.8,51.0,T
PC,2009.0,Shooter,Codemasters,0.05,76.0,29.0,4.9,539.0,M
XOne,2015.0,Role-Playing,Deep Silver,0.05,77.0,13.0,7.1,56.0,M
X360,2010.0,Shooter,505 Games,0.05,33.0,4.0,6.6,15.0,M
GBA,2005.0,Role-Playing,Atari,0.05,68.0,34.0,8.2,6.0,E10+
GBA,2003.0,Sports,Electronic Arts,0.05,82.0,4.0,7.9,9.0,E
GC,2002.0,Misc,Electronic Arts,0.05,39.0,6.0,7.8,5.0,E
PC,2013.0,Shooter,Take-Two Interactive,0.05,66.0,45.0,6.5,621.0,M
DS,2008.0,Shooter,Codemasters,0.05,75.0,23.0,7.8,8.0,E
DS,2008.0,Role-Playing,Sting,0.05,60.0,16.0,7,8.0,E10+
PSP,2007.0,Shooter,Ignition Entertainment,0.05,78.0,26.0,7.4,25.0,T
Wii,2011.0,Adventure,Telltale Games,0.05,66.0,7.0,4.1,9.0,T
XB,2002.0,Simulation,Phantagram,0.05,74.0,23.0,8.3,14.0,T
PS2,2001.0,Sports,Tecmo Koei,0.05,58.0,13.0,6.3,7.0,E
DC,2000.0,Shooter,Sega,0.05,83.0,12.0,7.8,12.0,M
Wii,2007.0,Misc,Atari,0.05,26.0,14.0,2.8,11.0,E
DS,2006.0,Action,From Software,0.05,37.0,10.0,5.1,7.0,T
GC,2003.0,Misc,TDK Mediactive,0.05,40.0,6.0,7.3,7.0,E
GC,2004.0,Adventure,Codemasters,0.05,77.0,34.0,8.5,13.0,T
GC,2002.0,Fighting,Konami Digital Entertainment,0.05,60.0,15.0,6.3,4.0,T
PC,2008.0,Puzzle,PopCap Games,0.05,78.0,12.0,7.3,11.0,E
PS4,2015.0,Adventure,PQube,0.05,81.0,17.0,8.3,29.0,M
DS,2010.0,Puzzle,Rising Star Games,0.05,69.0,20.0,6.3,4.0,E
PS3,2008.0,Misc,Gamecock,0.05,51.0,19.0,4.5,4.0,T
XB,2004.0,Action,Acclaim Entertainment,0.05,64.0,37.0,6,4.0,T
PS2,2006.0,Racing,Sega,0.05,81.0,42.0,8.8,17.0,E
XB,2003.0,Role-Playing,Mindscape,0.05,71.0,31.0,8.2,6.0,M
X360,2012.0,Misc,505 Games,0.05,77.0,6.0,6.7,6.0,E10+
DS,2006.0,Fighting,Majesco Entertainment,0.05,60.0,25.0,5.8,9.0,T
GC,2002.0,Sports,THQ,0.05,68.0,16.0,4.5,4.0,T
PC,2005.0,Shooter,LucasArts,0.05,78.0,34.0,8.7,279.0,T
GBA,2003.0,Puzzle,Activision,0.05,75.0,16.0,9.1,15.0,E
PC,2009.0,Strategy,PopCap Games,0.05,87.0,41.0,8.9,891.0,E10+
DS,2008.0,Adventure,Deep Silver,0.05,71.0,6.0,7.6,5.0,T
PS2,2001.0,Platform,Midas Interactive Entertainment,0.05,65.0,14.0,7.8,4.0,T
PSP,2006.0,Puzzle,D3Publisher,0.05,74.0,19.0,7.8,6.0,E
3DS,2016.0,Action,Nintendo,0.05,64.0,56.0,5.1,219.0,T
PC,2009.0,Racing,Codemasters,0.05,89.0,22.0,8.2,352.0,T
PC,2013.0,Shooter,505 Games,0.05,79.0,51.0,3.4,3558.0,M
PS2,2001.0,Platform,DreamCatcher Interactive,0.05,64.0,5.0,7.4,5.0,E
Wii,2007.0,Misc,Taito,0.05,43.0,16.0,4.8,5.0,E10+
PS4,2016.0,Misc,Sega,0.05,78.0,22.0,7.4,41.0,T
GC,2002.0,Sports,Vivendi Games,0.05,61.0,10.0,9,4.0,E
PC,2015.0,Strategy,Kalypso Media,0.05,63.0,11.0,5.4,52.0,T
PS4,2015.0,Action,Deep Silver,0.05,64.0,45.0,5.7,98.0,M
PS2,2001.0,Racing,Titus,0.05,49.0,8.0,8.1,9.0,E
PC,2016.0,Shooter,Electronic Arts,0.05,82.0,6.0,7.5,44.0,E10+
PC,2010.0,Shooter,Mastertronic,0.05,76.0,36.0,7.7,326.0,M
PS4,2016.0,Racing,Dusenberry Martin Racing,0.05,66.0,8.0,3.8,18.0,E
PS2,2005.0,Role-Playing,Namco Bandai Games,0.05,65.0,27.0,8.6,15.0,E10+
PS4,2014.0,Role-Playing,Ubisoft,0.05,82.0,46.0,8,451.0,E10+
PS2,2007.0,Strategy,Tecmo Koei,0.05,79.0,39.0,7.9,17.0,E10+
X360,2008.0,Sports,Navarre Corp,0.05,56.0,14.0,5.9,15.0,T
XB,2005.0,Action,Konami Digital Entertainment,0.05,30.0,19.0,3.4,9.0,M
XB,2005.0,Sports,Electronic Arts,0.05,75.0,20.0,7.7,11.0,E
PC,2004.0,Strategy,THQ,0.05,86.0,51.0,8.8,295.0,M
GBA,2003.0,Racing,Activision,0.05,80.0,12.0,9.4,5.0,E
PS,1998.0,Platform,ESP,0.05,69.0,8.0,7.5,4.0,E
PSP,2006.0,Action,Tecmo Koei,0.05,57.0,28.0,8.1,8.0,T
PC,2003.0,Simulation,Microsoft Game Studios,0.05,85.0,39.0,9,185.0,T
PC,2009.0,Action,Activision,0.05,66.0,13.0,8,19.0,E10+
PS2,2006.0,Sports,Electronic Arts,0.05,70.0,6.0,7.8,27.0,E
XB,2004.0,Action,Microsoft Game Studios,0.05,84.0,37.0,8.3,16.0,M
GC,2002.0,Sports,Electronic Arts,0.05,78.0,9.0,7.7,6.0,E
X360,2006.0,Strategy,Electronic Arts,0.05,79.0,50.0,7.5,83.0,T
PC,2006.0,Racing,Electronic Arts,0.05,78.0,17.0,7.2,249.0,E10+
XB,2004.0,Racing,Codemasters,0.05,83.0,35.0,7.5,6.0,E
PS,1999.0,Strategy,Tecmo Koei,0.05,73.0,9.0,7.1,9.0,E
PC,2001.0,Strategy,Vivendi Games,0.05,81.0,23.0,8.2,126.0,T
PS3,2013.0,Action,Capcom,0.05,75.0,31.0,7.4,135.0,E
PC,2010.0,Strategy,Team17 Software,0.05,79.0,28.0,6.8,185.0,E10+
PC,1998.0,Strategy,Activision,0.05,88.0,15.0,9.1,813.0,T
PS2,2004.0,Sports,Jaleco,0.05,60.0,4.0,6.7,6.0,E
PSP,2006.0,Misc,Sony Computer Entertainment,0.05,50.0,11.0,7.8,6.0,T
XB,2002.0,Fighting,Microsoft Game Studios,0.05,46.0,26.0,7.2,17.0,T
PC,2003.0,Racing,Electronic Arts,0.05,82.0,24.0,8.3,307.0,E
DS,2009.0,Adventure,Mastiff,0.05,71.0,45.0,7.4,21.0,T
PSP,2006.0,Adventure,Namco Bandai Games,0.05,76.0,7.0,7.8,4.0,E10+
PSP,2007.0,Sports,Sega,0.05,79.0,17.0,7.7,13.0,E
XB,2005.0,Shooter,Majesco Entertainment,0.05,71.0,37.0,8.1,8.0,M
PC,2004.0,Shooter,Ubisoft,0.05,89.0,72.0,8.1,724.0,M
PS,2001.0,Role-Playing,Max Five,0.05,62.0,9.0,8.7,26.0,E
XB,2002.0,Action,Jaleco,0.05,46.0,12.0,7,4.0,T
PC,2010.0,Simulation,Paradox Interactive,0.05,49.0,5.0,6.2,27.0,E
PS,2001.0,Shooter,Namco Bandai Games,0.05,71.0,13.0,6.7,6.0,T
PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.05,64.0,29.0,7.3,13.0,E10+
XOne,2016.0,Sports,Konami Digital Entertainment,0.05,87.0,12.0,6.1,84.0,E
PC,2009.0,Sports,Electronic Arts,0.05,72.0,14.0,3.8,59.0,E
GC,2005.0,Shooter,Ubisoft,0.05,72.0,8.0,7.8,5.0,M
PC,2000.0,Simulation,Electronic Arts,0.05,92.0,38.0,7.9,451.0,T
PC,2011.0,Sports,Electronic Arts,0.05,72.0,11.0,3.9,24.0,E
PS2,2001.0,Misc,THQ,0.05,82.0,21.0,8.7,25.0,E
X360,2007.0,Sports,Activision Value,0.05,39.0,4.0,3,4.0,T
XOne,2016.0,Strategy,Take-Two Interactive,0.05,87.0,17.0,8.1,40.0,T
X360,2014.0,Action,Tecmo Koei,0.05,50.0,20.0,5.3,43.0,M
X360,2010.0,Shooter,Conspiracy Entertainment,0.05,48.0,7.0,4.8,4.0,T
DS,2007.0,Action,Game Factory,0.05,63.0,11.0,6.8,13.0,E10+
Wii,2007.0,Sports,SouthPeak Games,0.05,32.0,13.0,0.7,6.0,E
X360,2008.0,Sports,Activision,0.05,41.0,5.0,7.2,6.0,E
PC,2006.0,Strategy,THQ,0.05,93.0,55.0,8.8,1128.0,M
Wii,2008.0,Misc,Majesco Entertainment,0.05,37.0,9.0,4.5,4.0,E
PS4,2016.0,Racing,Milestone S.r.l,0.05,71.0,19.0,8,12.0,E
Wii,2006.0,Simulation,Konami Digital Entertainment,0.05,47.0,32.0,4.9,8.0,E
PC,2007.0,Simulation,Ubisoft,0.05,79.0,22.0,6.9,40.0,T
XB,2004.0,Strategy,LucasArts,0.05,69.0,32.0,7,4.0,T
